item_name,serving_size,household_serving,brand_name,ingredients,calories_(kcal),protein_(g),total_fat_(g),carbohydrates_(g),sugar_(g),fiber_(g),sodium_(mg),cholesterol_(mg),pakistani,meal_type
SEMOLINA FLOUR,42.0 g,0.25 cup,BOB'S RED MILL,"ENRICHED DURUM FLOUR (DURUM WHEAT, IRON, NIACIN, THIAMINE, RIBOFLAVIN, FOLIC ACID).",357.0,11.9,1.19,73.8,2.38,4.8,0.0,0.0,True,Unknown
"DURUM WHEAT SEMOLINA, DURUM WHEAT SEMOLINA",56.0 g,1 cup,CORA,"SEMOLINA (WHEAT), NIACIN, IRON (FERROUS LACTATE), THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2) AND FOLIC ACID. ",357.0,10.7,1.79,75.0,1.79,3.6,0.0,0.0,True,Unknown
"ITALIAN SEMOLINA ARTISAN BREAD, ITALIAN SEMOLINA",56.0 g,2 ONZ,SIGNATURE SELECT,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, DURUM WHEAT SEMOLINA, SUGAR, SALT, SUNFLOWER OIL, WHEAT MALT FLOUR, BARLEY MALT EXTRACT, YEAST, ASCORBIC ACID.",232.0,7.14,1.79,46.4,3.57,0.0,571.0,9.0,True,Breakfast
"SESAME SEMOLINA SLICED LOAF, SESAME SEMOLINA",56.0 GRM,1 Tbsp,SHOPRITE,"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SESAME SEEDS, FLOUR, ENRICHED DURUM FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), ENRICHED SEMOLINA (WHEAT FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, MALTED BARLEY FLOUR, DEXTROSE, YEAST, ASCORBIC ACID AS A DOUGH CONDITIONER, ENZYMES.",304.0,10.7,8.93,46.4,0.0,1.8,607.0,0.0,True,Unknown
"SEMOLINA BATARD GOURMET ARTISAN BREADS, SEMOLINA BATARD",57.0 g,1.5 INCH SLICE,ECCE PANIS,"ENRICHED SEMOLINA AND DURUM WHEAT FLOURS (SEMOLINA AND DURUM FLOURS, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, ENRICHED WHEAT FLOUR (FLOUR, THIAMINE MONONITRATE, NIACIN, RIBOFLAVIN, REDUCED IRON, FOLIC ACID), CONTAINS 2% OR LESS OF: SALT, SESAME SEEDS, MALT SYRUP, YEAST, MALTED BARLEY FLOUR RICE FLOUR.",246.0,8.77,0.88,52.6,1.75,1.8,579.0,0.0,True,Breakfast
"THREE CHEESE SEMOLINA LOAF, THREE CHEESE SEMOLINA",57.0 g,2 ONZ,LA BREA BAKERY,"WATER, ENRICHED DURUM FLOUR (NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WHEAT FLOUR, ENRICHED SEMOLINA FLOUR (NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), ASIAGO CHEESE (PASTEURIZED COW'S MILK, CHEESE CULTURES, SALT, ENZYMES), ROMANO CHEESE (PASTEURIZED COW'S MILK, CHEESE CULTURES, SALT, ENZYMES), PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), NATURAL WHEAT SOUR (WATER, FERMENTED WHEAT FLOUR), WHEAT GLUTEN, SEA SALT, YEAST, NATURAL CHEESE FLAVOR (MALTODEXTRIN, WHEY SOLIDS, NATURAL CHEESE FLAVOR, SALT).",246.0,10.5,3.51,40.4,0.0,1.8,491.0,9.0,True,Breakfast
"SEMOLINA, COCHIGLIE PASTINA",57.0 g,2 ONZ,SEMOLINA,ORGANIC SEMOLINA FLOUR (MILLED FROM DURUM WHEAT) AND WATER.,368.0,12.3,1.75,73.7,1.75,3.5,0.0,0.0,True,Unknown
100% ITALIAN SEMOLINA,100.0 g,3.5 ONZ,Not specified,"DURUM WHEAT SEMOLINA, WATER.",270.0,8.0,1.0,59.0,1.0,3.0,0.0,0.0,True,Unknown
100% ITALIAN SEMOLINA,100.0 g,3.5 ONZ,RIENZI,"DURUM WHEAT SEMOLINA, WATER.",270.0,8.0,1.0,59.0,1.0,3.0,0.0,0.0,True,Unknown
100% SEMOLINA SHELLS,56.0 g,2 ONZ,CASA CARDENAS,DURUM WHEAT SEMOLINA.,357.0,12.5,0.89,73.2,0.0,3.6,0.0,0.0,True,Unknown
ASSORTED SEMOLINA COOKIES,32.0 g,32 GRM,Not specified,"FLOUR, SEMOLINA, BUTTER GHEE, BUTTER, SUGAR.",431.0,3.12,28.1,64.1,28.1,3.1,0.0,62.0,True,Unhealthy
DURUM SEMOLINA PASTA,56.0 g,2 ONZ,LA FABBRICA DELLA PASTA,"DURUM WHEAT SEMOLINA BY EXTRACTION, GRAGNANO'S WATER.",354.0,13.9,0.89,71.4,2.14,3.4,0.0,0.0,True,Lunch
DURUM SEMOLINA ROMBI,57.0 g,2 ONZ,BIONATURAE,ORGANIC DURUM WHEAT SEMOLINA.,351.0,12.3,1.75,71.9,3.51,3.5,0.0,0.0,True,Unknown
"LASAGNA SEMOLINA, LASAGNA",54.0 GRM,3 pieces,FLORA,DURUM WHEAT SEMOLINA.,370.0,13.0,1.85,75.9,3.7,3.7,0.0,0.0,True,Dinner
"MACARONI PRODUCT, SEMOLINA",56.0 g,2 ONZ,CASA CARDENAS,DURUM WHEAT SEMOLINA.,357.0,12.5,0.89,73.2,3.57,1.8,45.0,0.0,True,Unknown
PLAIN SEMOLINA FETTUCCINE,57.0 GRM,1 Tbsp,18TH AVE PASTA COMPANY,"ENRICHED SEMOLINA NO.1 WHEAT FLOUR (SEMOLINA, IRON, NIACIN, THIAMIN, RIBOFLAVIN, FOLIC ACID).",351.0,12.3,0.0,56.1,0.0,3.5,26.0,0.0,True,Unknown
SEMOLINA GEMELLI PASTA,100.0 g,1 cup,SEVIROLI,"DURUM WHEAT SEMOLINA, NIACIN, IRON, LACTATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, WATER.",180.0,7.0,1.0,36.0,2.0,2.0,0.0,0.0,True,Lunch
SEMOLINA PANELLA BREAD ,28.0 GRM,1oz (28g),BREAD CITY,"ENRICHED DURUM FLOUR (NIACIN, REDUCED IRON, THIAMINE MONONITRATE & RIBOFLAVIN), WATER, SALT, YEAST, SESAME SEEDS, CORN MEAL, ENZYME, CALCIUM PROPIONATE",250.0,10.7,0.0,53.6,0.0,3.6,589.0,0.0,True,Breakfast
"SEMOLINA PASTA, CAPELLINI",56.0 GRM,2 oz,MARKET DISTRICT,DURUM WHEAT SEMOLINA,357.0,10.7,1.79,71.4,3.57,3.6,27.0,0.0,True,Lunch
SESAME SEMOLINA BAGUETE,56.0 g,56 GRM,BAKERY FRANCE,"FILTERED WATER, UNBLEACHED, UNBROMATED WHEAT FLOUR (MALTED BARLEY FLOUR, NIACIN, IRON (REDUCED), THIAMINE MONONITRATE RIBOFLAVIN, AND FOLIC ACID), DURUM FLOUR (NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SEMOLINA, LEVAIN, SESAME SEEDS, SEA SALT, CONTAINS 2% OR LESS OF: YEAST, MALT.",214.0,7.14,0.0,42.9,0.0,1.8,464.0,0.0,True,Unknown
SESAME SEMOLINA BREAD,57.0 g,2 ONZ,DIERBERGS SIGNATURE,"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, BOMOLINE EXTRA VIRGIN OLIVE OIL, CONTAINS LESS THAN 2% OF THE FOLLOWING: SESAME SEEDS, SEA SALT, YEAST, CALCIUM PROPIONATE, SORBITAN MONOSTEARATE, ASCORBIC ACID.",281.0,7.02,6.14,49.1,1.75,1.8,614.0,0.0,True,Breakfast
"100% PURE ENRICHED DURUM WHEAT PASTA,SEMOLINA, SEMOLINA",56.0 GRM,1/8 pkg,DAGOSTINO,100% ENRICHED SEMOLINA (MILLED FROM DURUM WHEAT),339.0,12.5,0.89,73.2,1.79,3.6,0.0,0.0,True,Lunch
"ITALIAN SEMOLINA SOURDOUGH ARTISAN BREAD, ITALIAN SEMOLINA SOURDOUGH",56.0 g,2 ONZ,SIGNATURE SELECT,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, ASCORBIC ACID ADDED AS A DOUGH CONDITIONER, THIAMINE MONONITRATE, RIBOFLAVIN, ENZYMES, FOLIC ACID), WATER, SEMOLINA, SUGAR, SALT, CULTURED RYE FLOUR, ACETIC ACID, SUNFLOWER OIL, MALTED BARLEY FLOUR, YEAST.",339.0,10.7,2.68,62.5,3.57,1.8,821.0,0.0,True,Breakfast
"SESAME SEMOLINA ORGANIC TAKE & BAKE LOAF, SESAME SEMOLINA",50.0 GRM,1/9 OF A LOAF,WELLSLEY FARMS,"ORGANIC WHEAT FLOUR, ORGANIC SEMOLINA FLOUR, WATER, ORGANIC SESAME SEEDS, CONTAINS 2% OR LESS OF: ORGANIC CORN MEAL, SEA SALT, CULTURED ORGANIC UNBLEACHED WHEAT FLOUR, ORGANIC BARLEY MALT EXTRACT, YEAST.",260.0,10.0,4.0,50.0,2.0,2.0,480.0,0.0,True,Unknown
"DELICIOUS SEMOLINA BRICK OVEN BAKED BREAD, DELICIOUS SEMOLINA BRICK",57.0 g,2 ONZ,CALANDRA'S ITALIAN & FRENCH BAKERY,"SEMOLINA FLOUR,PURIFIED WATER, SALT AND YEAST.",168.0,8.77,0.0,38.6,0.0,5.3,439.0,0.0,True,Breakfast
"DURUM WHEAT SEMOLINA, ENRICHED MACARONI, DURUM WHEAT SEMOLINA PASTA",56.0 g,2 ONZ,LA MOLISANA,"DURUM WHEAT SEMOLINA, NIACIN, IRON LACTATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID.",357.0,14.3,1.79,73.2,3.57,3.6,0.0,0.0,True,Lunch
"SEEDED SEMOLINA PANE ITALIANO SLICED ROUND BREAD, SEEDED SEMOLINA",57.0 g,2 ONZ,AMOROSO'S,"ENRICHED WHEAT FLOUR, (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, MALTED BARLEY FLOUR), WATER, DURUM WHEAT FLOUR, SALT, SUGAR, SOYBEAN OIL, DEXTROSE, MONO-AND DIGLYCERIDES, DIACETYL TARTARIC ACID ESTERS OF MONO-DIGLYCERIDES (DATEM), CALCIUM STEAROYL LACTYLATE, ASCORBIC ACID, YEASTS, ENZYMES, L-CYSTEINE HYDROCHLORIDE, NATURAL SESAME SEEDS, CULTURED WHEAT FLOUR, YELLOW CORNMEAL, SPICES, TURMERIC (FOR COLOR), PAPRIKA (FOR COLOR), NATURAL AND ARTIFICIAL FLAVORS.",263.0,8.77,3.51,47.4,3.51,1.8,702.0,0.0,True,Breakfast
"CONCHIGLIE, SEMOLINA ARTISANAL PASTA",57.0 g,2 OZ DRY,CONCHIGLIE,ORGANIC SEMOLINA FLOUR (MILLED FROM DURUM WHEAT) AND WATER,368.0,12.3,1.75,73.7,1.75,3.5,0.0,0.0,True,Lunch
EP SEMOLINA BTRD 16OZ,57.0 g,Amount per serving,PEPPERIDGE FARM,"MADE FROM: ENRICHED SEMOLINA AND DURUM WHEAT FLOURS (SEMOLINA AND DURUM FLOURS, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, ENRICHED WHEAT FLOUR (FLOUR, THIAMINE MONONITRATE, NIACIN, RIBOFLAVIN, REDUCED IRON, FOLIC ACID), CONTAINS 2% OR LESS OF: SALT, SESAME SEEDS, MALT SYRUP, YEAST, MALTED BARLEY FLOUR, RICE FLOUR.CONTAINS: WHEAT, SESAME SEEDS.",246.0,8.77,0.88,52.6,0.0,1.8,579.0,0.0,True,Unknown
Sperry Organic Semolina Flour,30.0 GRM,1/4 cup,Sperry,100% ORGANIC SEMOLINA (MILLED FROM DURUM WHEAT).,347.0,11.8,1.0,72.8,1.0,3.9,1.0,0.0,True,Unknown
100% DURUM SEMOLINA CHIOCCIOLE,57.0 GRM,2 oz,BIONATURAE,ORGANIC DURUM WHEAT SEMOLINA.,351.0,12.3,1.75,71.9,3.51,3.5,0.0,0.0,True,Unknown
100% DURUM WHEAT SEMOLINA,56.0 GRM,1 Tbsp,DAVINCI,"DURUM WHEAT SEMOLINA, NIACIN, FERROUS LACTATE (IRON), THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID.",357.0,10.7,1.79,73.2,3.57,3.6,0.0,0.0,True,Unknown
100% DURUM WHEAT SEMOLINA,56.0 g,1 cup,DAVINCI,"DURUM, WHEAT SEMOLINA, NIACIN, FERROUS LACTATE (IRON), THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID.",357.0,10.7,1.79,73.2,3.57,3.6,0.0,0.0,True,Unknown
100% DURUM WHEAT SEMOLINA,56.0 g,2/3 cup,VIAGGIO,"100% DURUM WHEAT SEMOLINA, WATER.",380.0,10.7,1.79,78.6,3.57,3.6,0.0,0.0,True,Unknown
CORN FLOUR,29.0 GRM,1 Tbsp,BOB'S RED MILL,WHOLE GRAIN CORN.,379.0,10.3,5.17,75.9,0.0,6.9,34.0,0.0,True,Unknown
LENTILS,35.0 g,1/4 cup,SIGNATURE SELECT,LENTILS.,286.0,22.9,1.43,65.7,0.0,20.0,29.0,0.0,True,Unknown
LENTILS,56.70000076293945 GRM,1/4 Cup,YELLOW ELEPHANT,LENTILS,205.0,14.1,0.0,35.3,3.53,14.1,0.0,0.0,True,Unknown
LENTILS,35.0 g,0.25 cup,KROGER,LENTILS.,229.0,28.6,0.0,57.1,5.71,31.4,0.0,0.0,True,Unknown
LENTILS,32.0 g,32 GRM,LUPITA'S BRAND,LENTILS,219.0,25.0,0.0,59.4,0.0,28.1,16.0,0.0,True,Unknown
LENTILS,35.0 g,1/4 cup,STATER BROS.,LENTILS.,286.0,22.9,1.43,65.7,0.0,20.0,29.0,0.0,True,Unknown
LENTILS,40.0 g,0.25 cup dry,ARUJ,LENTILS.,175.0,0.0,0.0,47.5,0.0,22.5,0.0,0.0,True,Unknown
LENTILS,35.0 g,1/4 cup,GIANT EAGLE,LENTILS.,343.0,25.7,0.0,62.9,2.86,11.4,0.0,0.0,True,Unknown
LENTILS,130.0 g,1/2 cup,HARRIS TEETER,"WATER, ORGANIC LENTILS, SEA SALT, CALCIUM CHLORIDE (FIRMING AGENT).",69.0,4.62,0.0,12.3,0.77,2.3,88.0,0.0,True,Unknown
LENTILS,48.0 g,1/4 cup,HANNAFORD,LENTILS.,292.0,22.9,2.08,62.5,0.0,20.8,10.0,0.0,True,Unknown
LENTILS,50.0 g,0.25 cup,RALEY'S,LENTILS.,360.0,26.0,1.0,60.0,2.0,30.0,0.0,0.0,True,Unknown
LENTILS,28.0 g,28 GRM,TREASURED HARVEST,LENTILS.,250.0,25.0,0.0,64.3,0.0,0.0,18.0,0.0,True,Unknown
LENTILS,32.0 g,0.25 cup,LA PREFERIDA,OKRA.,219.0,25.0,0.0,59.4,0.0,28.1,16.0,0.0,True,Unknown
LENTILS,35.0 g,0.25 cup g,BEST CHOICE,LENTILS.,286.0,22.9,1.43,65.7,0.0,20.0,29.0,0.0,True,Unknown
LENTILS,50.0 g,1/4 cup,HY-VEE,LENTILS.,360.0,24.0,1.0,64.0,2.0,10.0,0.0,0.0,True,Unknown
LENTILS,48.0 g,0.25 cup,FOOD LION,LENTILS.,292.0,22.9,2.08,62.5,0.0,20.8,10.0,0.0,True,Unknown
LENTILS,45.0 g,0.25 cup,GOYA,OKRA.,356.0,24.4,0.0,64.4,2.22,11.1,0.0,0.0,True,Unknown
LENTILS,32.0 g,0.25 cup,GOYA,OKRA.,0.0,25.0,0.0,59.4,0.0,28.1,16.0,0.0,True,Unknown
LENTILS,35.0 GRM,1/4 cup,MEIJER,LENTILS.,286.0,22.9,1.43,65.7,0.0,20.0,29.0,0.0,True,Unknown
LENTILS,35.0 g,1/4 cup,WEIS QUALITY,LENTILS.,343.0,28.6,0.0,57.1,5.71,31.4,0.0,0.0,True,Unknown
LENTILS,35.0 GRM,1/4 cup dry,BEST CHOICE,LENTILS.,286.0,22.9,1.43,65.7,0.0,20.0,29.0,0.0,True,Unknown
LENTILS,32.0 g,1/4 Cup,UNGER'S,LENTILS.,219.0,25.0,0.0,59.4,0.0,28.1,16.0,0.0,True,Unknown
LENTILS,32.0 g,0.25 cup,IBERIA,LENTILS.,219.0,25.0,0.0,59.4,0.0,28.1,16.0,0.0,True,Unknown
LENTILS,123.0 g,0.5 cup,MARCONI BRAND,"LENTILS, WATER, SALT, ANTIOXIDANT: ASCORBIC ACID.",65.0,4.07,0.0,11.4,0.0,4.1,233.0,0.0,True,Unknown
LENTILS,35.0 g,1/4 cup,AHOLD,LENTILS.,343.0,25.7,0.0,62.9,2.86,11.4,0.0,0.0,True,Unknown
LENTILS,32.0 g,0.25 cup,BROOKSHIRE'S,LENTILS.,219.0,25.0,0.0,59.4,0.0,28.1,16.0,0.0,True,Unknown
LENTILS,35.0 g,35 GRM,JACK RABBIT,INGREDIENTS: LENTILS,286.0,22.9,1.43,65.7,0.0,20.0,29.0,0.0,True,Unknown
LENTILS,50.0 g,0.25 cup,FIRST STREET,LENTILS.,360.0,26.0,1.0,60.0,2.0,30.0,0.0,0.0,True,Unknown
LENTILS,35.0 GRM,1 Tbsp,GREAT VALUE,GREEN LENTILS.,343.0,25.7,0.0,62.9,2.86,11.4,0.0,0.0,True,Unknown
LENTILS,32.0 g,0.25 cup,FABI-SAA,LENTILS,219.0,25.0,0.0,59.4,0.0,28.1,16.0,0.0,True,Unknown
LENTILS,32.0 g,0.25 cup,LA FE,LENTILS.,219.0,25.0,0.0,59.4,0.0,28.1,16.0,0.0,True,Unknown
LENTILS,122.0 g,1/2 cup,GOYA,"LENTIL BEANS, WATER, SALT, CALCIUM CHLORIDE ADDED AS A FIRMING AGENT AND DISODIUM EDTA ADDED TO PROMOTE COLOR RETENTION.",66.0,4.92,0.0,13.1,0.0,3.3,254.0,0.0,True,Unknown
LENTILS,130.0 g,1/2 cup,SIMPLE TRUTH,"WATER, ORGANIC LENTIL BEANS, SEA SALT, CALCIUM CHLORIDE.",77.0,5.38,0.0,14.6,0.77,2.3,100.0,0.0,True,Unknown
LENTILS,35.0 g,1/4 cup,SCHNUCKS,LENTILS.,286.0,22.9,1.43,65.7,0.0,20.0,29.0,0.0,True,Unknown
LENTILS,35.0 g,0.25 cup,SUNNY SELECT,LENTILS.,343.0,28.6,0.0,57.1,5.71,31.4,0.0,0.0,True,Unknown
LENTILS,35.0 g,0.25 cup,Not specified,OKRA.,371.0,22.9,1.43,62.9,0.0,31.4,57.0,14.0,True,Unknown
LENTILS,35.0 g,1/4 cup,FIRST STREET,LENTILS.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Unknown
LENTILS,130.0 g,1/2 cup,LUIGI VITELLI,"LENTILS, WATER, SALT.",111.0,6.15,0.77,20.8,0.0,6.2,290.0,0.0,True,Unknown
LENTILS,35.0 g,1/4 cup,RALEY'S,INGREDIENT: LENTILS.,286.0,22.9,1.43,65.7,0.0,20.0,29.0,0.0,True,Unknown
LENTILS,130.0 g,1/2 cup,EARTHLY CHOICE,"WATER, LENTILS SALT, CALCIUM CHLORIDE",62.0,3.85,0.0,10.8,0.0,1.5,162.0,0.0,True,Unknown
LENTILS,35.0 g,0.25 cup dry,GREAT VALUE,GREEN LENTILS.,343.0,25.7,0.0,62.9,2.86,11.4,0.0,0.0,True,Unknown
LENTILS,35.0 g,0.25 cup,GREAT VALUE,LENTILS.,229.0,28.6,0.0,57.1,5.71,31.4,0.0,0.0,True,Unknown
LENTILS,47.0 g,0.25 cup,AUGASON FARMS,LENTILS.,213.0,25.5,0.0,59.6,0.0,27.7,11.0,0.0,True,Unknown
LENTILS,35.0 GRM,1 Tbsp,MARKET PANTRY,LENTILS.,286.0,22.9,1.43,65.7,0.0,20.0,29.0,0.0,True,Unknown
LENTILS,49.0 GRM,1/4 cup,EL FRIJOL LOCO,LENTILS.,224.0,22.4,2.04,63.3,0.0,34.7,20.0,0.0,True,Unknown
LENTILS,50.0 g,0.25 cup,WYLWOOD,LENTILS.,360.0,26.0,1.0,60.0,2.0,30.0,0.0,0.0,True,Unknown
LENTILS,35.0 GRM,1 Tbsp,GOOD & GATHER,LENTILS.,286.0,22.9,1.43,65.7,0.0,20.0,29.0,0.0,True,Unknown
LENTILS,40.0 g,0.25 cup dry,HEALTH & HARVEST,LENTILS.,175.0,20.0,0.0,47.5,0.0,22.5,0.0,0.0,True,Unknown
CHANA DAL,50.0 g,1/4 Cup,LAXMI,CHICKPEAS,380.0,22.0,6.0,60.0,12.0,18.0,50.0,0.0,True,Lunch
CHANA DAL MASALA,5.0 g,5 GRM,Not specified,"CORIANDER, SALT, RED CHILLI, TURMERIC, ONION FLAKES, DRY GINGER, CASSIA, CUMIN GARLIC FLAKES, CLOVES, NUTMEG, MACE, ASAFOETIDA.",360.0,40.0,20.0,40.0,0.0,0.0,7820.0,0.0,True,Lunch
"BOMBAY KITCHEN, CHANA DAL",28.299999237060547 g,1 ONZ,BOMBAY KITCHEN,"SPLIT GRAM PEAS, CORN OIL, CHILLY POWDER, SALT, AND SPICES.",488.0,21.2,24.7,49.5,0.0,3.5,802.0,0.0,True,Lunch
CHANA DAL SPLIT CHICK PEAS,45.0 g,0.25 cup,ROYAL,SPLIT CHICK PEAS,356.0,20.0,6.67,60.0,11.1,17.8,22.0,0.0,True,Lunch
"YELLOW SPLIT PEAS, CHANA DAL",50.0 g,0.25 cup,GOYA,OKRA.,360.0,22.0,2.0,64.0,2.0,32.0,0.0,0.0,True,Lunch
 ORGANIC BENGAL GRAM SPLIT CHANA DAL,100.0 GRM,1/2 cup (100g),KHAZANA,ORGANIC CHANA DAL,470.0,20.0,0.0,59.0,0.0,8.0,10.0,0.0,True,Lunch
ORGANIC CHANA DAL BENGAL GRAM SPLIT,100.0 MG,1 Tbsp,KHAZANA,ORGANIC CHANA DAL,384.0,21.0,6.4,60.5,12.0,17.2,50.0,0.0,True,Lunch
"CHANA DAL, FRIED SPLIT CHICKPEA PULSE",35.0 g,1 cup,Not specified,"CHICKPEAS PULSE (75%), VEGETABLE OIL (PEANUT, CORN & COTTON SEED), SALT, RED CHILLI POWDER, MANGO POWDER, ONION POWDER, MALTO DEXTRIN POWDER, MINT LEAVES POWDER, BLACK PEPPER POWDER AND CITRIC ACID (E 330)",457.0,20.0,20.0,51.4,0.0,11.4,457.0,0.0,True,Lunch
"BOB'S RED MILL, CHANA DAL HERITAGE BEANS",51.0 g,0.25 cup,BOB'S RED MILL,CHANA DAL.,373.0,21.6,3.92,60.8,1.96,33.3,0.0,0.0,True,Lunch
"CHANA CHICKPEA MASALA, CHANA CHICKPEA",143.0 g,143 GRM,SAFFRON ROAD,"CHICKPEAS (CHICKPEAS, WATER), ONION, WATER, TOMATO, SUNFLOWER OIL, CONTAINS 2% OR LESS OF: SPICES, GARLIC, GINGER, SALT, GREEN CHILIES, MANGO POWDER, TURMERIC, FENUGREEK LEAVES, RED CHILI POWDER.",168.0,5.59,7.69,18.9,4.2,4.2,399.0,0.0,True,Dinner
CHANA MASALA,143.0 g,5 ONZ,DOSA,"CHICKPEA, ONION, BASMATI RICE, TOMATO, GARLIC, GINGER, TOMATO PUREE, WATER, CILANTRO, NON-GMO RICE BRAN OIL, CORIANDER, DRIED RED CHILE, TURMERIC, SEA SALT, FENUGREEK, CURRY LEAF, CUMIN, CHANA DAL, URAD DAL, SESAME SEED, SESAME OIL, MUSTARD SEED, LEMON JUICE, GARAM MASALA (SPICES), CINNAMON STICK, AMCHUR POWDER, AJWAIN SEED, ANARDANA POWDER, RED CHILE POWDER, CLOVE, CARDAMOM, STAR ANISE, MINT, DRY MANGO, POMEGRANATE SEED, MUSKMELON, BAY LEAF, CARAWAY, MACE, NUTMEG",112.0,3.5,1.75,20.3,1.4,2.8,420.0,0.0,True,Dinner
CHANA MASALA,350.0 g,1 PACKAGE,AHOLD,"COOKED BROWN BASMATI RICE, COOKED CHICK PEAS, TOMATOES (TOMATOES, TOMATO JUICE, CALCIUM CHLORIDE, CITRIC ACID), WATER, ONIONS, CASHEWS (CONTAINS SOYBEAN AND/OR PEANUT OIL), RAISINS (RAISINS, SUNFLOWER OIL), BUTTER (CREAM, SALT), VEGETABLE BASE (COOKED VEGETABLES [CARROT, ONION, CELERY], SALT, SUGAR, CORN OIL, POTATO FLOUR, CARROT POWDER), CANOLA OIL, GARLIC PUREE (GARLIC, WATER), CORNSTARCH, GINGER PUREE, SALT, SPICES, JALAPENO PEPPERS, TURMERIC OLEORESIN, GARLIC POWDER.",140.0,3.71,4.57,22.0,3.71,2.3,317.0,3.0,True,Dinner
CHANA MASALA,7.0 g,1.33 tsp,Not specified,"RED CHILLI, SALT, CORIANDER, TURMERIC, ROASTED CUMIN POWDER, DRIED GARLIC 4%, DRIED GINGER 4%, BLACK PEPPER, CLOVE, CINNAMON, CARDAMOM, GROUND NIGELLA INDICA, ROASTED FENUGREEK POWDER.",357.0,14.3,14.3,42.9,0.0,14.3,12100.0,0.0,True,Dinner
CHANA MASALA,283.0 g,1 ENTREE,GRAINFUL,"GARBANZO BEANS, TOMATOES (TOMATOES, TOMATO PUREE, AND CITRIC ACID), COOKED GRAIN BLEND (WATER, OAT GROATS, SORGHUM, RED QUINOA), WATER, ONIONS, TOMATO PASTE, PEAS, OLIVE OIL, GARLIC, TURBINADO SUGAR, LEMON JUICE, GINGER, CUMIN, CILANTRO, CORIANDER, TURMERIC, GARAM MASALA (CUMIN, PEPPER, CINNAMON, HULLED CARDAMOM, CLOVES, MACE), GROUND GINGER, SALT, MANGO POWDER, FENUGREEK SEEDS, FENNEL SEEDS, CARDAMOM, CAYENNE, CLOVES, NUTMEG, PEPPERMINT LEAVES.",106.0,4.24,2.83,17.7,4.59,3.5,57.0,0.0,True,Dinner
CHANA MASALA,140.0 g,1/2 cup,VIJS,"CHICKPEAS, WATER, TOMATOES [TOMATOES MAY CONTAIN: TOMATO JUICE, TOMATO PUREE, SALT, CITRIC ACID (PH ADJUSTER)], ONIONS, GARLIC (GARLIC, WATER), SPICES, GREEN ONION, SUNFLOWER OIL, SALT.",71.0,4.29,2.14,12.9,0.0,7.1,293.0,0.0,True,Dinner
CHANA MASALA,233.0 g,1 BOWL,LUVO,"COOKED CHICKPEAS, WATER, COOKED BLACK LENTILS, TOMATOES (TOMATOES, SEA SALT, CITRIC ACID), ORGANIC COOKED BROWN JASMINE RICE, ONIONS, CAULIFLOWER, SUNFLOWER OIL, CONTAINS LESS THAN 2% OF CILANTRO, DEHYDRATED ONION, DEHYDRATED RED BELL PEPPER, DRIED RED CHILI PEPPER, EVAPORATED CANE SYRUP, GARLIC PUREE (GARLIC, WATER), GINGER PUREE, GUAR GUM, ORGANIC MANGO POWDER, POBLANO PEPPER, POTATO STARCH, SEA SALT, SEASONING (SEA SALT, POTASSIUM CHLORIDE), SPICES (CONTAINS MUSTARD SEED), XANTHAN GUM.",116.0,4.72,3.86,20.2,0.86,7.3,155.0,0.0,True,Dinner
